run_id,server,machine_tag,modality,stage,protocol,env,domain,task_id,method_group,config_name,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,success_peak_after_500k,peak_step_after_500k,valueflow_success_mean,delta_vs_valueflow,eval_csv,train_csv,command_txt,run_dir,output_base,local_backup_path,git_branch,git_head,timestamp_start,timestamp_update,notes
4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-medium-navigate-singletask-task3-v0,visual-antmaze-medium-navigate,task3,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.2,-918,918.2,0.5,200000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_224657/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_224657/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260609_224657,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-09 22:46:57,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task3-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-medium-navigate-singletask-task3-v0,visual-antmaze-medium-navigate,task3,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.1,-941,941.1,0.5,200000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_224657/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_224657/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task3-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260609_224657,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-09 22:46:57,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task4-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-medium-navigate-singletask-task4-v0,visual-antmaze-medium-navigate,task4,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.3,-903.3,903.6,0.4,200000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_000702/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_000702/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_000702,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 00:07:02,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task4-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-medium-navigate-singletask-task4-v0,visual-antmaze-medium-navigate,task4,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.2,-912.3,912.5,0.6,250000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_000702/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_000702/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task4-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_000702,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 00:07:02,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task5-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-medium-navigate-singletask-task5-v0,visual-antmaze-medium-navigate,task5,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.1,-939.1,939.2,0.2,100000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_012907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_012907/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_012907,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 01:29:07,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-medium-navigate-singletask-task5-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-medium-navigate-singletask-task5-v0,visual-antmaze-medium-navigate,task5,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0.1,-940.2,940.3,0.1,100000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_012907/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_012907/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-medium-navigate_visual-antmaze-medium-navigate-singletask-task5-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_012907,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 01:29:07,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000,4090d,4090d,visual,visual_v6,UNKNOWN,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std,A1_action_std_lam0p001,2,1000,1000,COMPLETED,0,-1000,1000,0,1,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193339/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193339/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/domain_smoke_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000/sd002_20260609_193339,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-09 19:33:39,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.1,-939.6,939.7,0.1,300000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_025111/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_025111/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_025111,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 02:51:11,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__A1_action_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,A1_action_std,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0.1,-951.9,952,0.1,100000,0.1,600000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260610_230220,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 23:02:20,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task1-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task1-v0,visual-antmaze-teleport-navigate,task1,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1000,1000,0.4,100000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_025112/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_025112/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task1-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_025112,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 02:51:12,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task2-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task2-v0,visual-antmaze-teleport-navigate,task2,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0,-1000,1000,0.1,100000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_041317/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_041317/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_041317,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 04:13:17,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task2-v0,visual-antmaze-teleport-navigate,task2,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,300000,300000,COMPLETED,0,-1000,1000,0.4,250000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_041317/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_041317/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_300000/sd002_20260610_041317,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 04:13:17,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task2-v0__R2_flow_residual_disagree_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-antmaze-teleport-navigate-singletask-task2-v0,visual-antmaze-teleport-navigate,task2,R2_residual_disagree,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.2,-901.6,901.8,0.2,450000,0.2,600000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260610_230220/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260610_230220/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task2-v0_R2_flow_residual_disagree_std_lam0p001_seed2_1000000/sd002_20260610_230220,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 23:02:20,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task3-v0__A1_action_std_lam0p001__seed2__300000,4090d,4090d,visual,visual_v6,300k_screening,visual-antmaze-teleport-navigate-singletask-task3-v0,visual-antmaze-teleport-navigate,task3,A1_action_std,A1_action_std_lam0p001,2,300000,300000,COMPLETED,0.3,-856.1,856.4,0.3,300000,,,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_053423/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_053423/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/stageA_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_300000/sd002_20260610_053423,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-10 05:34:23,2026-06-16 09:36:01,
4090d__visual_v6__visual-antmaze-teleport-navigate-singletask-task3-v0__A1_action_std_lam0p001__seed2__1000000,4090d,4090d,visual,visual_v6,1m_confirmation,visual-antmaze-teleport-navigate-singletask-task3-v0,visual-antmaze-teleport-navigate,task3,A1_action_std,A1_action_std_lam0p001,2,1000000,1000000,COMPLETED,0,-1000,1000,0.3,250000,0.2,600000,,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_032534/eval.csv,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_032534/train.csv,,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/stageB_visual-antmaze-teleport-navigate_visual-antmaze-teleport-navigate-singletask-task3-v0_A1_action_std_lam0p001_seed2_1000000/sd002_20260611_032534,/root/autodl-tmp/sb-value-flows-runs/visual_bigtable_4090d_v6/exp,,fix-visual-pm-encoder,8beb46e642965e399802e40e6cf94a5238cdfad6,2026-06-11 03:25:34,2026-06-16 09:36:01,
