scenario,panel,env_name,method,method_label,config,seed,online_steps,final_step,status,final_success,best_peak_success,best_peak_step,drop,run_dir,eval_csv,train_csv,command_path,config_path,checkpoint_source,used_in_final_figure,run_stage,notes
puzzle-4x4,puzzle-4x4 task3,puzzle-4x4-play-singletask-task3-v0,value_flows,Value Flows,final1m_r1p0_default,2,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/sd002_20260705_044905,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/sd002_20260705_044905/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/sd002_20260705_044905/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/sd002_20260705_044905/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed2/sd002_20260705_044905/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_puzzle-4x4_value_flows_ckpt500k_default_seed2/o2o_pretrain_puzzle-4x4_value_flows_ckpt500k_default_seed2/sd002_20260703_190906,True,final,
puzzle-4x4,puzzle-4x4 task3,puzzle-4x4-play-singletask-task3-v0,value_flows,Value Flows,final1m_r1p0_default,3,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/sd003_20260707_025028,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/sd003_20260707_025028/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/sd003_20260707_025028/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/sd003_20260707_025028/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/o2o_final_puzzle-4x4_value_flows_final1m_r1p0_default_seed3/sd003_20260707_025028/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_puzzle-4x4_value_flows_ckpt500k_default_seed3/o2o_pretrain_puzzle-4x4_value_flows_ckpt500k_default_seed3/sd003_20260707_013022,True,final,
scene,scene task4,scene-play-singletask-task4-v0,fql,FQL,final1m_r1p0_default,2,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed2/o2o_final_scene_fql_final1m_r1p0_default_seed2/sd002_20260705_173428,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed2/o2o_final_scene_fql_final1m_r1p0_default_seed2/sd002_20260705_173428/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed2/o2o_final_scene_fql_final1m_r1p0_default_seed2/sd002_20260705_173428/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed2/o2o_final_scene_fql_final1m_r1p0_default_seed2/sd002_20260705_173428/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed2/o2o_final_scene_fql_final1m_r1p0_default_seed2/sd002_20260705_173428/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_scene_fql_ckpt500k_default_seed2/o2o_pretrain_scene_fql_ckpt500k_default_seed2/sd002_20260704_051654,True,final,
scene,scene task4,scene-play-singletask-task4-v0,fql,FQL,final1m_r1p0_default,3,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed3/o2o_final_scene_fql_final1m_r1p0_default_seed3/sd003_20260707_175615,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed3/o2o_final_scene_fql_final1m_r1p0_default_seed3/sd003_20260707_175615/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed3/o2o_final_scene_fql_final1m_r1p0_default_seed3/sd003_20260707_175615/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed3/o2o_final_scene_fql_final1m_r1p0_default_seed3/sd003_20260707_175615/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_fql_final1m_r1p0_default_seed3/o2o_final_scene_fql_final1m_r1p0_default_seed3/sd003_20260707_175615/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_scene_fql_ckpt500k_default_seed3/o2o_pretrain_scene_fql_ckpt500k_default_seed3/sd003_20260707_173110,True,final,
scene,scene task4,scene-play-singletask-task4-v0,ours,Ours,final1m_r1p0_lam1e-3_tau0p3,2,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_185852,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_185852/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_185852/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_185852/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed2/sd002_20260704_185852/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_scene_ours_ckpt500k_lam1e-3_tau0p3_seed2/o2o_pretrain_scene_ours_ckpt500k_lam1e-3_tau0p3_seed2/sd002_20260703_103343,True,final,
scene,scene task4,scene-play-singletask-task4-v0,ours,Ours,final1m_r1p0_lam1e-3_tau0p3,3,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260706_135004,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260706_135004/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260706_135004/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260706_135004/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/o2o_final_scene_ours_final1m_r1p0_lam1e-3_tau0p3_seed3/sd003_20260706_135004/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_scene_ours_ckpt500k_lam1e-3_tau0p3_seed3/o2o_pretrain_scene_ours_ckpt500k_lam1e-3_tau0p3_seed3/sd003_20260706_114459,True,final,
scene,scene task4,scene-play-singletask-task4-v0,value_flows,Value Flows,final1m_r1p0_default,2,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/sd002_20260705_092910,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/sd002_20260705_092910/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/sd002_20260705_092910/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/sd002_20260705_092910/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/o2o_final_scene_value_flows_final1m_r1p0_default_seed2/sd002_20260705_092910/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_scene_value_flows_ckpt500k_default_seed2/o2o_pretrain_scene_value_flows_ckpt500k_default_seed2/sd002_20260703_225416,True,final,
scene,scene task4,scene-play-singletask-task4-v0,value_flows,Value Flows,final1m_r1p0_default,3,1000000,1000000,completed_1m,0.0,0.0,0,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/sd003_20260707_083040,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/sd003_20260707_083040/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/sd003_20260707_083040/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/sd003_20260707_083040/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/o2o_final_scene_value_flows_final1m_r1p0_default_seed3/sd003_20260707_083040/flags.json,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_scene_value_flows_ckpt500k_default_seed3/o2o_pretrain_scene_value_flows_ckpt500k_default_seed3/sd003_20260707_071034,True,final,
cube-double-task2,cube-double task2,cube-double-play-singletask-task2-v0,ours,Ours,fullsafe500k_t0p3,2,0,500000,completed_pretrain,70.0,85.0,400000,-15.000000000000002,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/sd002_20260708_054635,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/sd002_20260708_054635/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/sd002_20260708_054635/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/sd002_20260708_054635/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed2/sd002_20260708_054635/flags.json,,False,pretrain,
cube-double-task2,cube-double task2,cube-double-play-singletask-task2-v0,ours,Ours,fullsafe500k_t0p3,3,0,500000,completed_pretrain,65.0,65.0,400000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/sd003_20260708_074837,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/sd003_20260708_074837/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/sd003_20260708_074837/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/sd003_20260708_074837/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/o2o_pretrain_cube-double-task2_ours_fullsafe500k_t0p3_seed3/sd003_20260708_074837/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,ckpt500k_default,2,0,500000,completed_pretrain,0.0,0.0,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/sd002_20260704_024633,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/sd002_20260704_024633/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/sd002_20260704_024633/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/sd002_20260704_024633/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/o2o_pretrain_cube-double_fql_ckpt500k_default_seed2/sd002_20260704_024633/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,fql,FQL,ckpt500k_default,3,0,500000,completed_pretrain,0.0,0.0,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/sd003_20260707_125546,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/sd003_20260707_125546/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/sd003_20260707_125546/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/sd003_20260707_125546/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/o2o_pretrain_cube-double_fql_ckpt500k_default_seed3/sd003_20260707_125546/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,ckpt500k_lam1e-3_tau0p3,2,0,500000,completed_pretrain,30.0,30.0,400000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/sd002_20260703_000526,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/sd002_20260703_000526/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/sd002_20260703_000526/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/sd002_20260703_000526/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed2/sd002_20260703_000526/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,ckpt500k_lam1e-3_tau0p3,3,0,500000,completed_pretrain,30.0,40.0,450000,-10.000000000000004,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/sd003_20260705_192934,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/sd003_20260705_192934/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/sd003_20260705_192934/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/sd003_20260705_192934/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/o2o_pretrain_cube-double_ours_ckpt500k_lam1e-3_tau0p3_seed3/sd003_20260705_192934/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,ours,Ours,ckpt50k,2,0,50000,completed_pretrain,0.0,0.0,1,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt50k_seed2/o2o_pretrain_cube-double_ours_ckpt50k_seed2/sd002_20260702_233819,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt50k_seed2/o2o_pretrain_cube-double_ours_ckpt50k_seed2/sd002_20260702_233819/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt50k_seed2/o2o_pretrain_cube-double_ours_ckpt50k_seed2/sd002_20260702_233819/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt50k_seed2/o2o_pretrain_cube-double_ours_ckpt50k_seed2/sd002_20260702_233819/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_ours_ckpt50k_seed2/o2o_pretrain_cube-double_ours_ckpt50k_seed2/sd002_20260702_233819/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,value_flows,Value Flows,ckpt500k_default,2,0,500000,completed_pretrain,10.0,10.0,450000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/sd002_20260703_154854,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/sd002_20260703_154854/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/sd002_20260703_154854/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/sd002_20260703_154854/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed2/sd002_20260703_154854/flags.json,,False,pretrain,
cube-double,cube-double task4,cube-double-play-singletask-task4-v0,value_flows,Value Flows,ckpt500k_default,3,0,500000,completed_pretrain,20.0,20.0,500000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/sd003_20260706_201510,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/sd003_20260706_201510/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/sd003_20260706_201510/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/sd003_20260706_201510/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/o2o_pretrain_cube-double_value_flows_ckpt500k_default_seed3/sd003_20260706_201510/flags.json,,False,pretrain,
cube-triple-task1,cube-triple task1,cube-triple-play-singletask-task1-v0,ours,Ours,actorgeo500k_t0p3,2,0,500000,completed_pretrain,40.0,40.0,500000,0.0,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/sd002_20260708_104929,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/sd002_20260708_104929/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/sd002_20260708_104929/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/sd002_20260708_104929/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed2/sd002_20260708_104929/flags.json,,False,pretrain,
cube-triple-task1,cube-triple task1,cube-triple-play-singletask-task1-v0,ours,Ours,actorgeo500k_t0p3,3,0,500000,completed_pretrain,10.0,40.0,300000,-30.000000000000004,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/sd003_20260708_125431,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/sd003_20260708_125431/eval.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/sd003_20260708_125431/train.csv,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/sd003_20260708_125431/command.txt,/root/autodl-tmp/sb-value-flows-runs/offline2online_single4090/exp/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/o2o_pretrain_cube-triple-task1_ours_actorgeo500k_t0p3_seed3/sd003_20260708_125431/flags.json,,False,pretrain,
